,object,room,identifiers,cluster_asgns
208,peach,childs_room,ann0_asgn150-ann11_asgn151-ann98_asgn152-ann3_asgn153-ann99_asgn154-ann28_asgn155-ann100_asgn156-ann17_asgn157-ann80_asgn158-ann8_asgn159-,1-0-0-2-0-0-0-1-0-2-
209,peg_and_hammer_toy,dining_room,ann231_asgn2848-ann32_asgn2849-ann213_asgn2850-ann207_asgn2851-ann219_asgn2852-ann250_asgn2853-ann87_asgn2854-ann161_asgn2855-ann266_asgn2856-ann140_asgn2857-,1-0-0-1-2-0-0-2-0-1-
210,pencil_case,kitchen,ann231_asgn2968-ann134_asgn2969-ann136_asgn2970-ann207_asgn2971-ann225_asgn2972-ann161_asgn2973-ann51_asgn2974-ann123_asgn2975-ann140_asgn2976-ann17_asgn2977-,1-2-0-1-2-0-2-2-2-2-
211,pencil_case,storage_room,ann82_asgn2868-ann115_asgn2869-ann226_asgn2870-ann298_asgn2871-ann207_asgn2872-ann51_asgn2873-ann285_asgn2874-ann140_asgn2875-ann30_asgn2876-ann8_asgn2877-,2-0-2-1-0-2-2-2-1-0-
212,pencil_case,television_room,ann231_asgn3287-ann115_asgn3288-ann129_asgn3289-ann303_asgn3290-ann298_asgn3291-ann207_asgn3292-ann51_asgn3293-ann147_asgn3294-ann17_asgn3295-ann30_asgn3296-,2-2-1-1-0-1-1-1-0-1-
213,peppermint,corridor,ann218_asgn2304-ann135_asgn2305-ann213_asgn2306-ann220_asgn2307-ann36_asgn2308-ann161_asgn2309-ann51_asgn2310-ann17_asgn2311-ann23_asgn2312-ann254_asgn2313-,2-2-2-0-1-0-2-1-2-2-
214,pepsi_can_pack,bedroom,ann117_asgn2413-ann218_asgn2414-ann1_asgn2415-ann227_asgn2416-ann257_asgn2417-ann269_asgn2418-ann220_asgn2419-ann51_asgn2420-ann17_asgn2421-ann9_asgn2422-,0-0-1-1-0-0-0-2-1-2-
215,pepsi_can_pack,childs_room,ann115_asgn2373-ann291_asgn2374-ann135_asgn2375-ann136_asgn2376-ann220_asgn2377-ann263_asgn2378-ann51_asgn2379-ann140_asgn2380-ann17_asgn2381-ann30_asgn2382-,2-2-2-0-2-2-2-1-0-1-
216,pepsi_can_pack,home_office,ann117_asgn2498-ann264_asgn2499-ann218_asgn2500-ann257_asgn2501-ann213_asgn2502-ann220_asgn2503-ann51_asgn2504-ann17_asgn2505-ann30_asgn2506-ann215_asgn2507-,2-1-2-0-2-2-2-0-1-0-
217,phillips_screwdriver,corridor,ann135_asgn1000-ann107_asgn1001-ann114_asgn1002-ann108_asgn1003-ann88_asgn1004-ann126_asgn1005-ann63_asgn1006-ann17_asgn1007-ann8_asgn1008-ann120_asgn1009-,2-2-2-2-2-0-2-1-0-1-
218,phone_armband_case,living_room,ann25_asgn2568-ann115_asgn2569-ann1_asgn2570-ann298_asgn2571-ann87_asgn2572-ann88_asgn2573-ann266_asgn2574-ann140_asgn2575-ann30_asgn2576-ann8_asgn2577-,2-0-2-0-0-2-2-1-1-2-
219,phone_armband_case,pantry_room,ann82_asgn3217-ann115_asgn3218-ann303_asgn3219-ann298_asgn3220-ann213_asgn3221-ann207_asgn3222-ann87_asgn3223-ann161_asgn3224-ann17_asgn3225-ann8_asgn3226-,2-1-1-1-0-2-0-0-2-1-
220,phone_stand,corridor,ann117_asgn620-ann130_asgn621-ann175_asgn622-ann11_asgn623-ann108_asgn624-ann122_asgn625-ann17_asgn626-ann18_asgn627-ann80_asgn628-ann8_asgn629-,2-1-1-2-1-1-0-2-0-1-
221,plant,playroom,ann209_asgn1210-ann115_asgn1211-ann229_asgn1212-ann220_asgn1213-ann16_asgn1214-ann107_asgn1215-ann230_asgn1216-ann23_asgn1217-ann8_asgn1218-ann97_asgn1219-,0-0-0-2-0-0-1-0-1-2-
222,plate,corridor,ann115_asgn1450-ann116_asgn1451-ann1_asgn1452-ann129_asgn1453-ann207_asgn1454-ann220_asgn1455-ann16_asgn1456-ann94_asgn1457-ann23_asgn1458-ann8_asgn1459-,0-1-1-1-1-0-2-2-2-2-
223,plate,dining_room,ann209_asgn1160-ann115_asgn1161-ann116_asgn1162-ann214_asgn1163-ann211_asgn1164-ann207_asgn1165-ann225_asgn1166-ann16_asgn1167-ann107_asgn1168-ann8_asgn1169-,2-0-1-2-1-0-2-2-2-0-
224,potted_meat_can,bathroom,ann209_asgn1850-ann115_asgn1851-ann118_asgn1852-ann213_asgn1853-ann207_asgn1854-ann107_asgn1855-ann161_asgn1856-ann123_asgn1857-ann256_asgn1858-ann8_asgn1859-,0-2-2-0-1-0-0-0-1-0-
225,potted_meat_can,home_office,ann209_asgn1700-ann115_asgn1701-ann227_asgn1702-ann181_asgn1703-ann213_asgn1704-ann207_asgn1705-ann225_asgn1706-ann16_asgn1707-ann8_asgn1708-ann97_asgn1709-,0-0-1-0-0-1-0-0-2-2-
226,power_drill,childs_room,ann231_asgn1380-ann209_asgn1381-ann115_asgn1382-ann116_asgn1383-ann218_asgn1384-ann129_asgn1385-ann213_asgn1386-ann123_asgn1387-ann140_asgn1388-ann8_asgn1389-,1-2-0-1-0-1-2-2-1-2-
227,pressure_cooker,lobby,ann288_asgn2598-ann304_asgn2599-ann87_asgn2600-ann161_asgn2601-ann94_asgn2602-ann266_asgn2603-ann305_asgn2604-ann140_asgn2605-ann23_asgn2606-ann306_asgn2607-,0-0-0-2-1-0-2-1-0-0-
228,puzzle_game,pantry_room,ann115_asgn2628-ann303_asgn2629-ann298_asgn2630-ann207_asgn2631-ann51_asgn2632-ann285_asgn2633-ann123_asgn2634-ann266_asgn2635-ann8_asgn2636-ann31_asgn2637-,0-0-0-1-2-1-2-2-0-0-
229,racquetball,dining_room,ann135_asgn970-ann114_asgn971-ann50_asgn972-ann88_asgn973-ann51_asgn974-ann17_asgn975-ann80_asgn976-ann8_asgn977-ann9_asgn978-ann31_asgn979-,1-2-2-2-2-0-2-0-1-2-
230,racquetball,living_room,ann134_asgn480-ann11_asgn481-ann85_asgn482-ann137_asgn483-ann16_asgn484-ann161_asgn485-ann100_asgn486-ann18_asgn487-ann80_asgn488-ann8_asgn489-,0-0-2-1-0-0-2-1-2-0-
231,ramekin,kitchen,ann218_asgn2133-ann279_asgn2134-ann261_asgn2135-ann136_asgn2136-ann220_asgn2137-ann263_asgn2138-ann51_asgn2139-ann266_asgn2140-ann23_asgn2141-ann30_asgn2142-,1-0-2-2-0-1-1-1-1-1-
232,ramekin,television_room,ann32_asgn2104-ann278_asgn2105-ann213_asgn2106-ann269_asgn2107-ann67_asgn2108-ann87_asgn2109-ann51_asgn2110-ann17_asgn2111-ann23_asgn2112-ann215_asgn2113-,2-2-0-0-0-1-0-0-0-1-
233,remote_control,corridor,ann117_asgn1650-ann115_asgn1651-ann181_asgn1652-ann213_asgn1653-ann207_asgn1654-ann36_asgn1655-ann16_asgn1656-ann248_asgn1657-ann140_asgn1658-ann8_asgn1659-,0-2-2-0-1-1-0-0-1-0-
234,rubiks_cube,bathroom,ann166_asgn750-ann132_asgn751-ann67_asgn752-ann108_asgn753-ann51_asgn754-ann18_asgn755-ann80_asgn756-ann8_asgn757-ann9_asgn758-ann110_asgn759-,1-2-0-2-0-1-0-0-0-0-
235,sanitary_pads,pantry_room,ann231_asgn2888-ann115_asgn2889-ann213_asgn2890-ann207_asgn2891-ann87_asgn2892-ann51_asgn2893-ann285_asgn2894-ann123_asgn2895-ann8_asgn2896-ann31_asgn2897-,2-1-2-0-2-2-0-2-1-2-
236,saucer,corridor,ann218_asgn2304-ann135_asgn2305-ann213_asgn2306-ann220_asgn2307-ann36_asgn2308-ann161_asgn2309-ann51_asgn2310-ann17_asgn2311-ann23_asgn2312-ann254_asgn2313-,0-2-2-0-1-0-2-1-2-1-
237,saucer,living_room,ann115_asgn1908-ann218_asgn1909-ann129_asgn1910-ann257_asgn1911-ann220_asgn1912-ann67_asgn1913-ann17_asgn1914-ann215_asgn1915-ann254_asgn1916-ann354_asgn4560-,0-0-2-0-0-2-1-0-1-2-
238,saucer,television_room,ann264_asgn1955-ann115_asgn1956-ann271_asgn1957-ann218_asgn1958-ann227_asgn1959-ann272_asgn1960-ann257_asgn1961-ann67_asgn1962-ann17_asgn1963-ann368_asgn4563-,1-0-0-2-1-0-2-0-1-0-
239,set-top_box,pantry_room,ann191_asgn870-ann192_asgn871-ann193_asgn872-ann11_asgn873-ann107_asgn874-ann194_asgn875-ann80_asgn876-ann8_asgn877-ann9_asgn878-ann31_asgn879-,0-2-1-2-2-2-0-1-0-0-
240,shoe,bathroom,ann115_asgn260-ann132_asgn261-ann11_asgn262-ann85_asgn263-ann55_asgn264-ann126_asgn265-ann63_asgn266-ann133_asgn267-ann80_asgn268-ann30_asgn269-,2-0-0-2-2-0-0-1-2-1-
241,shoe,pantry_room,ann134_asgn740-ann115_asgn741-ann144_asgn742-ann135_asgn743-ann85_asgn744-ann107_asgn745-ann114_asgn746-ann100_asgn747-ann80_asgn748-ann31_asgn749-,2-2-1-2-1-1-0-0-1-1-
242,shoe_box,storage_room,ann144_asgn420-ann153_asgn421-ann135_asgn422-ann136_asgn423-ann107_asgn424-ann108_asgn425-ann17_asgn426-ann80_asgn427-ann154_asgn428-ann8_asgn429-,0-0-0-0-0-1-2-1-0-2-
243,shredder,television_room,ann117_asgn620-ann130_asgn621-ann175_asgn622-ann11_asgn623-ann108_asgn624-ann122_asgn625-ann17_asgn626-ann18_asgn627-ann80_asgn628-ann8_asgn629-,2-1-0-2-0-2-1-2-0-0-
244,sidewalk_chalk,television_room,ann82_asgn2538-ann115_asgn2539-ann298_asgn2540-ann213_asgn2541-ann207_asgn2542-ann161_asgn2543-ann266_asgn2544-ann63_asgn2545-ann17_asgn2546-ann30_asgn2547-,2-0-0-2-1-0-2-2-1-1-
245,skillet,bathroom,ann130_asgn780-ann115_asgn781-ann155_asgn782-ann11_asgn783-ann16_asgn784-ann107_asgn785-ann108_asgn786-ann50_asgn787-ann63_asgn788-ann9_asgn789-,2-0-1-1-1-1-0-1-2-2-
246,skillet,bedroom,ann134_asgn580-ann116_asgn581-ann171_asgn582-ann11_asgn583-ann85_asgn584-ann28_asgn585-ann172_asgn586-ann38_asgn587-ann88_asgn588-ann100_asgn589-,1-1-2-2-2-0-2-2-1-0-
247,skillet,playroom,ann134_asgn530-ann83_asgn531-ann107_asgn532-ann114_asgn533-ann108_asgn534-ann38_asgn535-ann88_asgn536-ann126_asgn537-ann17_asgn538-ann80_asgn539-,2-0-2-1-0-2-1-2-1-0-
248,skillet,television_room,ann173_asgn590-ann41_asgn591-ann11_asgn592-ann114_asgn593-ann108_asgn594-ann174_asgn595-ann17_asgn596-ann80_asgn597-ann8_asgn598-ann120_asgn599-,2-2-2-1-0-2-1-2-0-1-
249,skin_moisturizer,corridor,ann357_asgn3877-ann239_asgn3878-ann344_asgn3879-ann16_asgn3880-ann330_asgn3881-ann343_asgn3882-ann305_asgn3883-ann140_asgn3884-ann353_asgn3885-ann351_asgn3886-,1-2-1-2-0-1-0-1-1-0-
250,skin_moisturizer,kitchen,ann350_asgn4017-ann239_asgn4018-ann344_asgn4019-ann303_asgn4020-ann356_asgn4021-ann161_asgn4022-ann340_asgn4023-ann343_asgn4024-ann17_asgn4025-ann354_asgn4026-,0-0-1-2-0-0-1-1-2-0-
251,snack_cake,bedroom,ann347_asgn4257-ann352_asgn4258-ann349_asgn4259-ann239_asgn4260-ann344_asgn4261-ann359_asgn4262-ann283_asgn4263-ann305_asgn4264-ann17_asgn4265-ann351_asgn4266-,2-1-1-0-1-2-1-0-0-1-
252,snack_cake,pantry_room,ann32_asgn3647-ann350_asgn3648-ann344_asgn3649-ann207_asgn3650-ann87_asgn3651-ann340_asgn3652-ann123_asgn3653-ann140_asgn3654-ann17_asgn3655-ann353_asgn3656-,0-0-1-0-2-1-2-2-1-1-
253,soap_dish,playroom,ann222_asgn2768-ann115_asgn2769-ann213_asgn2770-ann207_asgn2771-ann123_asgn2772-ann266_asgn2773-ann147_asgn2774-ann17_asgn2775-ann30_asgn2776-ann8_asgn2777-,1-0-2-1-2-1-0-1-1-2-
254,soap_dispenser,childs_room,ann134_asgn530-ann83_asgn531-ann107_asgn532-ann114_asgn533-ann108_asgn534-ann38_asgn535-ann88_asgn536-ann126_asgn537-ann17_asgn538-ann80_asgn539-,2-0-2-1-0-2-2-2-1-2-
255,soap_dispenser,dining_room,ann11_asgn210-ann121_asgn211-ann85_asgn212-ann67_asgn213-ann114_asgn214-ann122_asgn215-ann17_asgn216-ann18_asgn217-ann80_asgn218-ann30_asgn219-,2-0-0-0-0-2-1-1-0-1-
256,softball,pantry_room,ann141_asgn290-ann142_asgn291-ann132_asgn292-ann143_asgn293-ann114_asgn294-ann126_asgn295-ann109_asgn296-ann18_asgn297-ann80_asgn298-ann8_asgn299-,1-2-0-0-1-2-1-1-1-0-
257,software_cd,pantry_room,ann231_asgn4157-ann350_asgn4158-ann239_asgn4159-ann356_asgn4160-ann207_asgn4161-ann28_asgn4162-ann316_asgn4163-ann305_asgn4164-ann147_asgn4165-ann17_asgn4166-,1-0-2-0-1-2-0-0-0-1-
258,sparkling_water,television_room,ann231_asgn4467-ann265_asgn4468-ann303_asgn4469-ann339_asgn4470-ann107_asgn4471-ann87_asgn4472-ann341_asgn4473-ann342_asgn4474-ann295_asgn4475-ann354_asgn4476-,2-0-0-1-0-2-0-1-0-0-
259,spatula,corridor,ann134_asgn330-ann115_asgn331-ann114_asgn332-ann123_asgn333-ann100_asgn334-ann17_asgn335-ann80_asgn336-ann30_asgn337-ann8_asgn338-ann9_asgn339-,2-0-1-2-0-1-0-1-0-1-
260,spatula,living_room,ann134_asgn520-ann165_asgn521-ann144_asgn522-ann83_asgn523-ann166_asgn524-ann11_asgn525-ann106_asgn526-ann108_asgn527-ann9_asgn528-ann120_asgn529-,1-1-1-0-1-2-2-0-0-1-
261,spatula,pantry_room,ann115_asgn630-ann112_asgn631-ann11_asgn632-ann129_asgn633-ann13_asgn634-ann88_asgn635-ann17_asgn636-ann18_asgn637-ann80_asgn638-ann9_asgn639-,2-1-1-1-2-1-0-0-2-1-
262,spatula,playroom,ann131_asgn300-ann135_asgn301-ann11_asgn302-ann22_asgn303-ann4_asgn304-ann114_asgn305-ann108_asgn306-ann122_asgn307-ann80_asgn308-ann9_asgn309-,2-0-0-0-0-1-0-0-1-2-
263,spatula,storage_room,ann135_asgn900-ann199_asgn901-ann67_asgn902-ann107_asgn903-ann123_asgn904-ann100_asgn905-ann109_asgn906-ann17_asgn907-ann18_asgn908-ann80_asgn909-,2-0-2-2-2-0-2-1-1-0-
264,spatula,television_room,ann127_asgn440-ann134_asgn441-ann157_asgn442-ann11_asgn443-ann108_asgn444-ann50_asgn445-ann158_asgn446-ann17_asgn447-ann80_asgn448-ann8_asgn449-,1-2-1-2-2-2-2-2-0-0-
265,sponge,dining_room,ann32_asgn550-ann135_asgn551-ann129_asgn552-ann168_asgn553-ann169_asgn554-ann108_asgn555-ann17_asgn556-ann80_asgn557-ann8_asgn558-ann9_asgn559-,2-1-0-2-0-2-1-0-2-2-
266,sponge,storage_room,ann83_asgn470-ann35_asgn471-ann67_asgn472-ann4_asgn473-ann28_asgn474-ann108_asgn475-ann18_asgn476-ann80_asgn477-ann30_asgn478-ann110_asgn479-,0-2-1-1-0-0-0-2-0-0-
267,sponge,television_room,ann115_asgn940-ann144_asgn941-ann11_asgn942-ann203_asgn943-ann204_asgn944-ann114_asgn945-ann108_asgn946-ann17_asgn947-ann110_asgn948-ann120_asgn949-,2-1-2-2-1-0-0-1-2-1-
268,spoon,living_room,ann115_asgn850-ann190_asgn851-ann112_asgn852-ann11_asgn853-ann67_asgn854-ann4_asgn855-ann108_asgn856-ann18_asgn857-ann9_asgn858-ann31_asgn859-,2-1-0-0-0-1-2-1-0-0-
269,spoon_rest,bathroom,ann115_asgn3347-ann129_asgn3348-ann298_asgn3349-ann213_asgn3350-ann87_asgn3351-ann161_asgn3352-ann63_asgn3353-ann30_asgn3354-ann8_asgn3355-ann54_asgn3356-,0-2-1-2-2-2-2-1-0-2-
270,spoon_rest,home_office,ann307_asgn2638-ann115_asgn2639-ann226_asgn2640-ann136_asgn2641-ann213_asgn2642-ann207_asgn2643-ann51_asgn2644-ann266_asgn2645-ann17_asgn2646-ann31_asgn2647-,1-2-1-0-0-1-1-0-2-0-
271,spoon_rest,storage_room,ann134_asgn3367-ann115_asgn3368-ann298_asgn3369-ann213_asgn3370-ann207_asgn3371-ann225_asgn3372-ann161_asgn3373-ann285_asgn3374-ann123_asgn3375-ann30_asgn3376-,1-0-0-2-1-2-1-2-2-2-
272,spoon_rest,television_room,ann286_asgn2778-ann226_asgn2779-ann298_asgn2780-ann315_asgn2781-ann213_asgn2782-ann51_asgn2783-ann316_asgn2784-ann123_asgn2785-ann31_asgn2786-ann317_asgn2787-,1-1-2-0-2-1-2-2-0-0-
273,spoon_rest,utility_room,ann231_asgn2608-ann25_asgn2609-ann115_asgn2610-ann298_asgn2611-ann207_asgn2612-ann87_asgn2613-ann161_asgn2614-ann94_asgn2615-ann123_asgn2616-ann30_asgn2617-,1-0-2-2-0-0-0-0-0-1-
274,stacking_cups,bedroom,ann286_asgn4277-ann303_asgn4278-ann207_asgn4279-ann283_asgn4280-ann87_asgn4281-ann340_asgn4282-ann345_asgn4283-ann316_asgn4284-ann305_asgn4285-ann54_asgn4286-,1-0-0-1-0-1-2-2-0-0-
275,stacking_cups,corridor,ann347_asgn4377-ann32_asgn4378-ann349_asgn4379-ann350_asgn4380-ann87_asgn4381-ann340_asgn4382-ann341_asgn4383-ann147_asgn4384-ann17_asgn4385-ann353_asgn4386-,1-2-1-0-2-1-1-0-1-1-
276,stacking_cups,home_office,ann231_asgn3937-ann350_asgn3938-ann344_asgn3939-ann330_asgn3940-ann87_asgn3941-ann161_asgn3942-ann345_asgn3943-ann123_asgn3944-ann147_asgn3945-ann353_asgn3946-,1-0-1-0-0-2-2-0-0-1-
277,stand_mixer,childs_room,ann134_asgn3327-ann115_asgn3328-ann201_asgn3329-ann207_asgn3330-ann87_asgn3331-ann51_asgn3332-ann266_asgn3333-ann147_asgn3334-ann17_asgn3335-ann30_asgn3336-,0-2-0-1-2-1-1-0-1-1-
278,stand_mixer,television_room,ann115_asgn3127-ann1_asgn3128-ann129_asgn3129-ann298_asgn3130-ann51_asgn3131-ann285_asgn3132-ann329_asgn3133-ann123_asgn3134-ann266_asgn3135-ann8_asgn3136-,2-1-0-2-1-1-2-0-1-0-
279,storage_bin,pantry_room,ann357_asgn4177-ann344_asgn4178-ann303_asgn4179-ann288_asgn4180-ann207_asgn4181-ann107_asgn4182-ann87_asgn4183-ann340_asgn4184-ann17_asgn4185-ann354_asgn4186-,2-1-2-0-1-0-0-1-2-1-
280,storage_bin,playroom,ann347_asgn4087-ann32_asgn4088-ann350_asgn4089-ann239_asgn4090-ann344_asgn4091-ann303_asgn4092-ann288_asgn4093-ann87_asgn4094-ann123_asgn4095-ann343_asgn4096-,2-2-0-0-1-2-2-2-2-1-
281,strawberry,playroom,ann24_asgn30-ann25_asgn31-ann0_asgn32-ann26_asgn33-ann27_asgn34-ann28_asgn35-ann29_asgn36-ann30_asgn37-ann8_asgn38-ann31_asgn39-,0-0-1-2-2-1-1-1-0-0-
282,strawberry,television_room,ann66_asgn90-ann0_asgn91-ann3_asgn92-ann67_asgn93-ann16_asgn94-ann28_asgn95-ann68_asgn96-ann51_asgn97-ann69_asgn98-ann18_asgn99-,2-2-1-2-1-0-0-1-1-1-
283,string_lights,dining_room,ann1_asgn3057-ann129_asgn3058-ann207_asgn3059-ann161_asgn3060-ann51_asgn3061-ann266_asgn3062-ann147_asgn3063-ann140_asgn3064-ann17_asgn3065-ann30_asgn3066-,1-1-2-0-1-1-0-2-1-2-
284,string_lights,television_room,ann231_asgn2808-ann115_asgn2809-ann129_asgn2810-ann318_asgn2811-ann207_asgn2812-ann283_asgn2813-ann51_asgn2814-ann285_asgn2815-ann30_asgn2816-ann8_asgn2817-,1-0-2-2-2-1-2-2-1-0-
285,stuffed_toy,lobby,ann218_asgn2480-ann257_asgn2481-ann263_asgn2482-ann161_asgn2483-ann51_asgn2484-ann123_asgn2485-ann140_asgn2486-ann23_asgn2487-ann215_asgn2488-ann67_asgn4588-,1-1-0-2-0-0-0-0-2-0-
286,stuffed_toy,pantry_room,ann117_asgn2413-ann218_asgn2414-ann1_asgn2415-ann227_asgn2416-ann257_asgn2417-ann269_asgn2418-ann220_asgn2419-ann51_asgn2420-ann17_asgn2421-ann9_asgn2422-,2-2-1-2-2-0-0-2-1-2-
287,sugar_box,bedroom,ann130_asgn390-ann41_asgn391-ann150_asgn392-ann27_asgn393-ann16_asgn394-ann107_asgn395-ann88_asgn396-ann80_asgn397-ann23_asgn398-ann8_asgn399-,1-2-1-0-2-2-1-0-2-0-
288,sugar_box,living_room,ann166_asgn750-ann132_asgn751-ann67_asgn752-ann108_asgn753-ann51_asgn754-ann18_asgn755-ann80_asgn756-ann8_asgn757-ann9_asgn758-ann110_asgn759-,1-2-2-2-2-1-0-0-2-2-
289,sugar_box,lobby,ann114_asgn830-ann51_asgn831-ann187_asgn832-ann63_asgn833-ann140_asgn834-ann18_asgn835-ann80_asgn836-ann8_asgn837-ann9_asgn838-ann188_asgn839-,2-2-0-2-1-1-0-2-2-0-
290,sugar_box,television_room,ann134_asgn720-ann111_asgn721-ann181_asgn722-ann11_asgn723-ann37_asgn724-ann114_asgn725-ann109_asgn726-ann80_asgn727-ann8_asgn728-ann110_asgn729-,2-2-0-2-0-1-1-2-0-2-
291,sugar_sprinkles,bathroom,ann32_asgn3547-ann344_asgn3548-ann303_asgn3549-ann87_asgn3550-ann161_asgn3551-ann345_asgn3552-ann316_asgn3553-ann123_asgn3554-ann140_asgn3555-ann17_asgn3556-,1-1-2-0-2-2-2-0-1-1-
292,surface_saver_ring,living_room,ann115_asgn2548-ann136_asgn2549-ann299_asgn2550-ann300_asgn2551-ann207_asgn2552-ann51_asgn2553-ann94_asgn2554-ann123_asgn2555-ann266_asgn2556-ann8_asgn2557-,2-0-1-2-0-0-1-0-0-0-
293,surface_saver_ring,lobby,ann82_asgn2618-ann303_asgn2619-ann298_asgn2620-ann207_asgn2621-ann51_asgn2622-ann123_asgn2623-ann266_asgn2624-ann140_asgn2625-ann17_asgn2626-ann8_asgn2627-,0-0-0-1-1-2-2-2-0-0-
294,sushi_mat,closet,ann231_asgn2738-ann115_asgn2739-ann298_asgn2740-ann207_asgn2741-ann161_asgn2742-ann51_asgn2743-ann123_asgn2744-ann266_asgn2745-ann140_asgn2746-ann17_asgn2747-,1-2-2-1-2-0-0-0-1-2-
295,table_lamp,dining_room,ann115_asgn1240-ann129_asgn1241-ann207_asgn1242-ann220_asgn1243-ann36_asgn1244-ann107_asgn1245-ann50_asgn1246-ann147_asgn1247-ann223_asgn1248-ann8_asgn1249-,0-0-1-2-1-0-0-2-0-0-
296,table_lamp,garage,ann209_asgn1330-ann115_asgn1331-ann129_asgn1332-ann207_asgn1333-ann225_asgn1334-ann147_asgn1335-ann223_asgn1336-ann8_asgn1337-ann215_asgn1338-ann31_asgn1339-,2-1-1-1-2-0-1-2-1-0-
297,tablet,utility_room,ann115_asgn1945-ann218_asgn1946-ann136_asgn1947-ann213_asgn1948-ann123_asgn1949-ann140_asgn1950-ann17_asgn1951-ann23_asgn1952-ann30_asgn1953-ann215_asgn1954-,2-0-2-0-0-0-1-0-1-2-
298,tablet_holder,garage,ann352_asgn3777-ann349_asgn3778-ann239_asgn3779-ann207_asgn3780-ann107_asgn3781-ann28_asgn3782-ann123_asgn3783-ann305_asgn3784-ann140_asgn3785-ann351_asgn3786-,1-1-2-2-0-2-0-2-2-1-
299,tablet_holder,television_room,ann350_asgn4117-ann344_asgn4118-ann207_asgn4119-ann87_asgn4120-ann341_asgn4121-ann316_asgn4122-ann266_asgn4123-ann234_asgn4124-ann17_asgn4125-ann351_asgn4126-,2-0-1-0-0-2-0-0-1-1-
300,tablet_holder,utility_room,ann350_asgn3997-ann348_asgn3998-ann239_asgn3999-ann344_asgn4000-ann16_asgn4001-ann283_asgn4002-ann87_asgn4003-ann161_asgn4004-ann341_asgn4005-ann314_asgn4006-,0-0-0-1-2-1-0-0-2-0-
301,tablet_stand,dining_room,ann82_asgn2938-ann231_asgn2939-ann321_asgn2940-ann115_asgn2941-ann322_asgn2942-ann298_asgn2943-ann308_asgn2944-ann161_asgn2945-ann51_asgn2946-ann123_asgn2947-,2-1-2-1-0-2-1-0-2-2-
302,tablet_stand,storage_room,ann134_asgn2728-ann115_asgn2729-ann303_asgn2730-ann298_asgn2731-ann207_asgn2732-ann285_asgn2733-ann123_asgn2734-ann147_asgn2735-ann17_asgn2736-ann8_asgn2737-,0-0-0-2-2-1-1-1-1-1-
303,tablet_stand,utility_room,ann231_asgn2988-ann325_asgn2989-ann115_asgn2990-ann303_asgn2991-ann14_asgn2992-ann298_asgn2993-ann207_asgn2994-ann51_asgn2995-ann285_asgn2996-ann8_asgn2997-,1-2-2-0-1-1-0-0-0-0-
304,tampons,childs_room,ann222_asgn2558-ann115_asgn2559-ann213_asgn2560-ann207_asgn2561-ann87_asgn2562-ann161_asgn2563-ann51_asgn2564-ann140_asgn2565-ann8_asgn2566-ann301_asgn2567-,1-0-0-2-2-0-0-1-0-0-
305,tea_can_pack,television_room,ann347_asgn4517-ann303_asgn4518-ann298_asgn4519-ann207_asgn4520-ann339_asgn4521-ann340_asgn4522-ann316_asgn4523-ann353_asgn4524-ann351_asgn4525-ann54_asgn4526-,2-2-2-2-0-1-2-1-0-2-
306,tea_pods,bedroom,ann231_asgn2888-ann115_asgn2889-ann213_asgn2890-ann207_asgn2891-ann87_asgn2892-ann51_asgn2893-ann285_asgn2894-ann123_asgn2895-ann8_asgn2896-ann31_asgn2897-,1-0-2-1-0-2-1-2-0-2-
307,tea_pods,dining_room,ann231_asgn2918-ann32_asgn2919-ann115_asgn2920-ann302_asgn2921-ann303_asgn2922-ann298_asgn2923-ann213_asgn2924-ann207_asgn2925-ann17_asgn2926-ann8_asgn2927-,2-0-1-0-0-2-0-1-2-0-
308,tea_pods,playroom,ann134_asgn2728-ann115_asgn2729-ann303_asgn2730-ann298_asgn2731-ann207_asgn2732-ann285_asgn2733-ann123_asgn2734-ann147_asgn2735-ann17_asgn2736-ann8_asgn2737-,2-2-0-2-2-1-2-0-1-2-
309,teapot,dining_room,ann32_asgn3537-ann303_asgn3538-ann339_asgn3539-ann161_asgn3540-ann340_asgn3541-ann341_asgn3542-ann342_asgn3543-ann343_asgn3544-ann119_asgn3545-ann17_asgn3546-,0-0-2-2-1-0-2-1-0-0-
310,tennis_ball,corridor,ann208_asgn1180-ann24_asgn1181-ann115_asgn1182-ann211_asgn1183-ann213_asgn1184-ann207_asgn1185-ann16_asgn1186-ann94_asgn1187-ann147_asgn1188-ann8_asgn1189-,1-0-2-1-0-1-0-0-2-0-
311,thermal_laminator,playroom,ann222_asgn1140-ann209_asgn1141-ann134_asgn1142-ann115_asgn1143-ann213_asgn1144-ann27_asgn1145-ann161_asgn1146-ann140_asgn1147-ann223_asgn1148-ann8_asgn1149-,2-2-2-2-2-0-0-1-1-2-
312,toaster,home_office,ann82_asgn3217-ann115_asgn3218-ann303_asgn3219-ann298_asgn3220-ann213_asgn3221-ann207_asgn3222-ann87_asgn3223-ann161_asgn3224-ann17_asgn3225-ann8_asgn3226-,0-0-1-0-0-2-0-0-2-1-
313,toaster,utility_room,ann115_asgn3347-ann129_asgn3348-ann298_asgn3349-ann213_asgn3350-ann87_asgn3351-ann161_asgn3352-ann63_asgn3353-ann30_asgn3354-ann8_asgn3355-ann54_asgn3356-,0-2-1-2-2-2-2-1-0-2-
